Registration District	Sept 1837 to 1851	1852 to June 1946	Sept 1946 to March 1965	June 1965 to March 1974	June 1974 to Dec 1992	Mar 1993 to Dec 1996	1997 to 2001
Wallasey	CREATED 1936	8A	10A	10A	37	3	37
Wallingford	6	2C	6A	6A	20	44	695
Walsall	17	6B	9B	9B	34	8	75
Walsingham	13	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	635
Waltham Forest	CREATED 1965	CREATED 1965	CREATED 1965	5E	15	16	255
Wandsworth(orig Wandsorth & Clapham)	4	1D	5D	5E	15	16	256
Wangford	13	4A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	742
Wantage	6	2C	6A	6A	20	44	695
Ware	6	3A	4B	4B	ABOLISHED 1974	ABOLISHED 1974	533
Wareham (orig Wareham & Purbeck)	8	5A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	432
Warley (East & West)	CREATED 1969	CREATED 1969	CREATED 1969	9D	ABOLISHED 1974	ABOLISHED 1974	70
Warminster	8	5A	7C	7C	23	52	798
Warrington	20	8C	10F	10F	35	21	346
Warwick & Leamington	16	6D	9C	9C	31	ABOLISHED 1985	775
Watford	6	3A	4B	4B	10	34	536
Waveney	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	10	48	753
Wayland	13	4B	4B	4B	10	40	643
Weardale	24	10A	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	ABOLISHED 1938	*78*
Wednesbury	CREATED 1932	6B	9B	9B	ABOLISHED 1966	ABOLISHED 1966	70
Wellingborough	15	3B	3B	3B	7	42	673
Wellington (Salop)	18	6A	9A	9A	ABOLISHED 1974	ABOLISHED 1974	716
Wellington (Somerset)	10	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	724
Wells	10	5C	7C	7C	ABOLISHED 1974	ABOLISHED 1974	721
Welshpool (& Llanfyllin)	CREATED 1936	11B	8C	8C	26	58	880
Welton	CREATED 1934	7A	3B	3B	ABOLISHED 1974	ABOLISHED 1974	619
Wem (orig Wem & Whitechurch)	18	6A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	713
Wenlock	CREATED 1935	6A	9A	ABOLISHED 1948	ABOLISHED 1948	ABOLISHED 1948	*79*
Wensleydale	CREATED 1936	9D	1B	1B	2	ABOLISHED 1988	677
Weobley	26	6A	9A	9A	29	33	713
West Ashford (Ashford West)	5	2A	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	ABOLISHED 1941	558
West Berkshire (was Newbury)	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	CREATED 1998	319
West Bridgford	CREATED 1976	CREATED 1976	CREATED 1976	CREATED 1976	8	ABOLISHED 1988	*84*
West Bromwich	18	6B	9B	9B	ABOLISHED 1974	ABOLISHED 1974	70
West Cheshire	CREATED 1937	8A	10A	10A	ABOLISHED 1974	ABOLISHED 1974	*80*
West Derby	20	8B	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	ABOLISHED 1934	25
West Devon	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	419
West Dorset	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	CREATED 1997	428
West Firle	7	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	ABOLISHED 1838	459
West Glamorgan	CREATED 1935	11A	8B	8B	ABOLISHED 1974	ABOLISHED 1974	*81*
West Ham	12	4A	5A	5E	ABOLISHED 1968	ABOLISHED 1968	257
West Hartlepool	CREATED 1938	10A	1A	1A	ABOLISHED 1967	ABOLISHED 1967	351
West Lancashire	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	40	37	590
West London (London West)	2	1C	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	ABOLISHED 1870	*106*
West Oxfordshire	CREATED 1982	CREATED 1982	CREATED 1982	CREATED 1982	20	20	695
West Somerset	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	23	46	725
West Surrey	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	CREATED 1996	49	17
West Ward	25	10B	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	*83*
Westbourne	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	779
Westbury (orig Westbury & Whorewellsdown)	8	5A	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	430
Westbury-on-Severn	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	715
Westhampnett	7	2B	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	779
Westminster (orig St Margaret Westmisnter)	1	1A	5C	5E	15	16	258
Westmorland (North & South)	CREATED 1937	10B	1B	1B	ABOLISHED 1974	ABOLISHED 1974	*83*
Weston-Super-Mare	CREATED 1936	5C	7C	7C	22	17	307
Wetherby	CREATED 1954	9A	2D	ABOLISHED 1947	ABOLISHED 1947	ABOLISHED 1947	92
Weymouth	8	5A	6A/7C	7C	23	27	433
Wharfedale	CREATED 1861	9A	2D	2D	5	ABOLISHED 1981	81
Wheatenhurst	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	483
Whitby	24	9D	1B	1B	2	41	650
Whitchurch (Hants)	7	2C	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	503
Whitchurch (Salop)	18	6A	9A	9A	ABOLISHED 1970	ABOLISHED 1970	713
Whitechapel	2	1C	ABOLISHED 1926	ABOLISHED 1926	ABOLISHED 1926	ABOLISHED 1926	243
Whitehaven	25	10B	1A	1A	1	24	385
Whittlesey	14	3B	4A	4A	ABOLISHED 1974	ABOLISHED 1974	338
Widnes	CREATED 1968	CREATED 1968	CREATED 1968	10F	ABOLISHED 1974	ABOLISHED 1974	343
Wigan	21	8C	10F	10F	39	2	18
Wigan & Leigh	CREATED 1995	CREATED 1995	CREATED 1995	CREATED 1995	CREATED 1995	39	18
Wigton	25	10B	1A	1A	1	24	386
Willesden (Brent from 1965)	CREATED 1909	3A	5F	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	221
Williton	10	5C	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	725
Wilton	8	5A	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	ABOLISHED 1936	795
Wimborne & CREATEDanborne (Poole)	8	5A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	426
Wincanton	10	5C	7C	7C	ABOLISHED 1974	ABOLISHED 1974	726
Winchcombe	11	6A	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	ABOLISHED 1937	479
Winchester (orig Winchester & Hursley)	7	2C	6B	6B	20	32	492
Windsor & Maidenhead	6	2C	6A	6A	19	18	322
Winslow	6	3A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	324
Winstree (& Lexden)	12	4A	4A	4A	9	30	469
Wirral	19	8A	10A	10A	ABOLISHED 1974	ABOLISHED 1974	37
Wisbech	14	3B	4A	4A	9	ABOLISHED 1980	338
Witham	12	4A	ABOLISHED 1880	ABOLISHED 1880	ABOLISHED 1880	ABOLISHED 1880	465
Witney	16	3A	6B	6B	20	ABOLISHED 1982	695
Woburn	6	3B	ABOLISHED 1899	ABOLISHED 1899	ABOLISHED 1899	ABOLISHED 1899	309
Wokingham	6	2C	6A	6A	ABOLISHED 1974	ABOLISHED 1974	323
Wolstanton (orig Wolstanton & Burslem)	17	6B	ABOLISHED 1922	ABOLISHED 1922	ABOLISHED 1922	ABOLISHED 1922	733
Wolverton (Milton Keynes)	6	3A	6A	6A	19	19	326
Wood Green	CREATED 1947	CREATED 1947	5F	ABOLISHED 1965	ABOLISHED 1965	ABOLISHED 1965	233
Woodbridge	12	4A	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	ABOLISHED 1935	743
Woodstock	16	3A	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	ABOLISHED 1932	695
Woolwich	CREATED 1868	1D	5D	5E	ABOLISHED 1969	ABOLISHED 1969	229
Worcester	18	6C	9D	9D	29	33	527
Worksop	15	7B	3C	3C	8	43	686
Worsley	20	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	ABOLISHED 1850	*107*
Worth Valley	CREATED 1947	CREATED 1947	2C	2C	ABOLISHED 1974	ABOLISHED 1974	83
Worthing	7	2B	5H	5H	18	51	786
Wortley	22	9C	2D	2D	ABOLISHED 1974	ABOLISHED 1974	92
Wrekin (& Telford)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	30	30	716
Wrexham (Maelor)	27	11B	8A	8A	24	24	813
Wycombe	6	3A	6A	6A	19	19	327
Yarmouth (Great _ & Flegg)	13	4B	4B	ABOLISHED 1939	ABOLISHED 1939	ABOLISHED 1939	636
Yeovil (South Somerset)	10	5C	7C	7C	23	46	726
Ynys Mon (Anglesey)	CREATED 1974	CREATED 1974	CREATED 1974	CREATED 1974	25	25	857
York (1941 - 1946 = 9C)	23	9D	2D	2D	2	41	661
Ystradgynlais	CREATED 1935	11B	8A	8A	26	58	881
